lon,lat,name,number
9.26326931625542,45.5728946923856,Via Carlo Goldoni,"18"
9.2632385413224,45.5731647939608,Via Carlo Goldoni,"20"
9.26417010082847,45.5740087395138,Via Niccolo' Machiavelli,"20"
9.26512540538969,45.5696950630261,Via Monte Nero,"1"
9.26598625355364,45.5728659140673,Via Thomas Alva Edison,"6"
9.26542463154077,45.5714655630174,Via Francesco Domenico Guerrazzi,"6"
9.24440203654389,45.5710643130069,Via San Fruttuoso Di Braga,"4"
9.24486204157756,45.5711173340748,Via San Fruttuoso Di Braga,"2"
9.24282071559754,45.569177469708,Via Alfonso Marelli,4B
9.23982846086027,45.5695933196027,Via Ugo Bassi,17A
9.2402984008342,45.5757130091032,Via Leo Sorteni,"13"
9.23947314933309,45.5674158160492,Via Valosa Di Sopra,"26"
9.2436946643774,45.5682755058574,Via Oglio,"9"
9.24336951785418,45.5682852000441,Via Oglio,"1"
9.24344801027516,45.5682850327962,Via Oglio,"3"
9.24390644872139,45.568720604795,Vicolo Mincio,"11"
9.24380537207423,45.568684816446,Vicolo Mincio,"9"
9.24359532672038,45.5682712172122,Via Oglio,"7"
9.2439817392303,45.5687204440168,Vicolo Mincio,"13"
9.2435216983186,45.5682848757362,Via Oglio,"5"
9.31638317216391,45.5770851803467,Via Pompei,"17"
9.31932921996713,45.5784361454399,Via Velleia,"7"
9.31008529873092,45.576548859476,Via Ippolito Nievo,"77"
9.30979566161644,45.576612652423,Via Ippolito Nievo,"73"
9.31346337098973,45.580990632223,Viale Sicilia,"95"
9.29783901618942,45.5811898732631,Via Emilio Salgari,"1"
9.29816583400759,45.5805769610395,Via Giovanni Verga,"3"
9.29775582620084,45.5806095339875,Via Giovanni Verga,"1"
9.29871709888243,45.5793873963706,Via Pompeo Mariani,"7"
9.29737761702689,45.5787788132508,Via Antonio Cederna,"34"
9.29824008411972,45.5773589230819,Via Piergiorgio Frassati,"3"
9.29939422794371,45.5771668917738,Via Niccolo' Tommaseo,"3"
9.30035038085167,45.5789015686554,Via Anselmo Bucci,"5"
9.29989565550796,45.5783582019922,Via Eugenio Bajoni,"1"
9.30014540399279,45.5783215420202,Via Eugenio Bajoni,"3"
9.29945538350422,45.577819296089,Via Ippolito Nievo,"1"
9.29980283706138,45.5777778891939,Via Ippolito Nievo,"3"
9.30118444613041,45.5781748000905,Via Eugenio Bajoni,"15"
9.30074095765963,45.5782344750774,Via Eugenio Bajoni,"11"
9.30052963784587,45.5782665347548,Via Eugenio Bajoni,"9"
9.30386926679041,45.5772000989027,Via Ippolito Nievo,"35"
9.30367555314398,45.5772276170643,Via Ippolito Nievo,"33"
9.30329216340735,45.5807030086244,Via Luciano Zuccoli,"9"
9.30093189576989,45.5797821374782,Via Luca Della Robbia,"3"
9.30041002894869,45.5798690206408,Via Luca Della Robbia,"1"
9.30109502150893,45.5845117013424,Via Giorgio Morandi,"4"
9.29232015749699,45.5760800048281,Viale Ugo Foscolo,"59"
9.29418411538037,45.5774999278056,Via Alfredo Oriani,"12"
9.29387326810578,45.5784143308537,Via Luigi Pirandello,"1"
9.29433613375214,45.5783816356486,Via Luigi Pirandello,"9"
9.29405579902569,45.5783913586137,Via Luigi Pirandello,"3"
9.29393092393648,45.578409682013,Via Luigi Pirandello,1A
9.29428649009959,45.5783862640539,Via Luigi Pirandello,"5"
9.29444276560503,45.5816082054042,Via Ernesto Canesi,"11"
9.29362117600348,45.5816823281435,Via Ernesto Canesi,"9"
9.29253873998979,45.581820111305,Via Ernesto Canesi,"3"
9.28735465150858,45.576995225104,Viale Ugo Foscolo,37B
9.28705214482909,45.577054492242,Viale Ugo Foscolo,"33"
9.28682809741057,45.5771045605921,Viale Ugo Foscolo,"29"
9.28685874173462,45.5815374551735,Via Carlo Rota,"11"
9.28696126327637,45.5815326971831,Via Carlo Rota,"13"
9.2871486611026,45.5815187247766,Via Carlo Rota,"15"
9.28852543689949,45.5831579396585,Via Carlo Amati,"13"
9.2885974957069,45.5831487566328,Via Carlo Amati,"15"
9.28814431639303,45.583203906638,Via Carlo Amati,"9"
9.28759831731947,45.5832817910761,Via Carlo Amati,"5"
9.28714985104409,45.5833189142564,Via Carlo Amati,"1"
9.28820838682897,45.5831992445099,Via Carlo Amati,"11"
9.28740132414651,45.5833002888591,Via Carlo Amati,"3"
9.29152506060093,45.582857809509,Via Carlo Amati,"35"
9.27145575194112,45.5805129128128,Piazza Generale Armando Diaz,"7"
9.2715307276473,45.580528486395,Piazza Generale Armando Diaz,"2"
9.27092982897068,45.5807661806033,Piazza Generale Armando Diaz,6A
9.27097298114028,45.5807435757292,Piazza Generale Armando Diaz,"6"
9.27101615492755,45.5807254712922,Piazza Generale Armando Diaz,4A
9.27105291974351,45.5807073820458,Piazza Generale Armando Diaz,"4"
9.27109128805298,45.5806892889823,Piazza Generale Armando Diaz,4B
9.27113604233345,45.5806666802444,Piazza Generale Armando Diaz,4C
9.27117440930665,45.580648587156,Piazza Generale Armando Diaz,4E
9.27250286402469,45.5800243652451,Via Camillo Benso Conte Di Cavour,"2"
9.27023534030832,45.5816184209282,Via Ludovico Pavoni,"10"
9.27054942700479,45.5812936411932,Via Ludovico Pavoni,"6"
9.27037579930843,45.5815055759712,Via Ludovico Pavoni,"8"
9.26693013401895,45.5806765673294,Via Volturno,"5"
9.2676789158162,45.5794416857678,Via Volturno,17B
9.27004162255429,45.578986092458,Piazza Indipendenza,2A
9.26787499408698,45.5788966649119,Via Volturno,"21"
9.26918161892704,45.5785576757231,Via Solferino,"4"
9.26825521094341,45.5783287178817,Via Solferino,"10"
9.26811082043921,45.5782885522923,Via Solferino,"12"
9.26834976151911,45.5776624207738,Via Volturno,"35"
9.27063827660252,45.5797812700401,Via Venti Settembre,"3"
9.27044719752876,45.5793631755245,Via Venti Settembre,5A
9.27016222073673,45.5787427799718,Via Fratelli Cairoli,8A
9.27044373040247,45.5786431027315,Via Fratelli Cairoli,"8"
9.27052531177238,45.5786159065278,Via Fratelli Cairoli,6A
9.27067886250761,45.5785615367209,Via Fratelli Cairoli,"6"
9.27073734522638,45.5785404887802,Via Fratelli Cairoli,"4"
9.27102434897345,45.5784392039051,Via Fratelli Cairoli,2D
9.27114111253744,45.578398422266,Via Fratelli Cairoli,2C
9.27126749027116,45.5783576266789,Via Fratelli Cairoli,2B
9.27137786649722,45.5783213604713,Via Fratelli Cairoli,2A
9.27147062002629,45.5782851360365,Via Fratelli Cairoli,"2"
9.27214643296946,45.5768973807733,Via Enrico Arosio,"10"
9.27515410343748,45.5773087322246,Via Davide Guarenti,"1"
9.27512456436556,45.5794555361025,Piazza Castello,"3"
9.27510009053523,45.5793655849225,Piazza Castello,3B
9.275571983237,45.5793483627493,Piazza Castello,5B
9.27581456667835,45.5793413595899,Piazza Castello,5D
9.27582091994625,45.5790038152893,Piazza Castello,"13"
9.27570556121487,45.5790040937606,Piazza Castello,15A
9.27904832137165,45.577497326453,Via Isonzo,"1"
9.27669153794307,45.577827086631,Via Mentana,"9"
9.27676628640635,45.5777143928773,Via Mentana,9E
9.27680135552666,45.5776783038498,Via Mentana,"11"
9.27963276150212,45.5777479257497,Via Mentana,29F
9.28009745616552,45.5777602978316,Via Mentana,"31"
9.28207962999728,45.5778139361326,Via Mentana,"43"
9.2854947659963,45.5773554194968,Viale Ugo Foscolo,"21"
9.28316617402812,45.5788193615548,Via Gerolamo Maggiolini,"5"
9.27842187394465,45.5791145279333,Via Salvo D'acquisto,"5"
9.28409883005049,45.5798026567518,Via Emilio Borsa,"11"
9.28403757153798,45.5816300051101,Via Carlo Rota,12B
9.28293336211959,45.5809486685746,Via Galileo Galilei,1A
9.28350034815939,45.5809070913948,Via Galileo Galilei,"7"
9.28630458429407,45.5815838504081,Via Carlo Rota,5B
9.28645194760521,45.5815744799777,Via Carlo Rota,"5"
9.28484653325234,45.5819070221133,Via Carlo Rota,1B
9.28479244295243,45.5819836655416,Via Carlo Rota,1A
9.28268311678181,45.582164415256,Via Durini,19B
9.28269941058197,45.5822183809813,Via Durini,19A
9.2840390092977,45.5825480953334,Via Antonio Stoppani,"15"
9.28527410263833,45.5834361263617,Via Bergamo,26B
9.28517640592204,45.5834453712945,Via Bergamo,26A
9.28326246497731,45.5836166337316,Via Durini,"1"
9.28202859061197,45.582008515388,Via Giuseppe Grassi,"1"
9.28212266169732,45.5831919065261,Via Durini,10D
9.28263714222609,45.5832176378142,Via Durini,6D
9.277129613948,45.5821863034937,Spalto Piodo,"18"
9.28055394044953,45.582223661166,Via Porta Lodi,9D
9.28048188277099,45.5822328391165,Via Porta Lodi,"9"
9.28040661923041,45.5822420248908,Via Porta Lodi,9B
9.28033135694687,45.5822512106124,Via Porta Lodi,9A
9.28012581067486,45.5831248034876,Via Della Signora,"1"
9.28048135262989,45.5827683913416,Via Della Signora,13A
9.27877733943225,45.5826195363001,Via Cristoforo Colombo,11A
9.28004960071967,45.5823013982183,Via Porta Lodi,"7"
9.27977456610483,45.5824145847195,Via Porta Lodi,"5"
9.27971534738798,45.5824282312456,Via Porta Lodi,5B
9.27957260883547,45.582401577637,Via Porta Lodi,"3"
9.27914056974228,45.5825196472421,Via Porta Lodi,"21"
9.27927092473102,45.5829558774701,Via Carlo Porta,9C
9.27953820641092,45.583859815816,Via Vittorio Emanuele Secondo,36F
9.27999980161394,45.5835616611911,Via Santa Margherita,3C
9.27957861330827,45.5836076887885,Via Santa Margherita,"1"
9.27961867123894,45.5836075907458,Via Santa Margherita,1C
9.279538576431,45.5836122872684,Via Santa Margherita,1B
9.27872927111413,45.5839112979396,Via Vittorio Emanuele Secondo,26F
9.27883015081317,45.5838975502499,Via Vittorio Emanuele Secondo,"28"
9.27903026442928,45.5838610576183,Via Vittorio Emanuele Secondo,"30"
9.27925761856495,45.5838244980485,Via Vittorio Emanuele Secondo,34B
9.27919562434093,45.583280088749,Piazzetta Filippo Corridoni,2A
9.27908675531322,45.5832983567844,Piazzetta Filippo Corridoni,"2"
9.27898908136817,45.5833120968732,Piazzetta Filippo Corridoni,"4"
9.27855351656738,45.5833671658092,Via Morigia Bonincontro,"3"
9.2859867874055,45.5849419856761,Via Tranquillo Cremona,7A
9.28559429798123,45.5849609605823,Via Tranquillo Cremona,"5"
9.28517548841911,45.583580379668,Via Bergamo,"21"
9.28480548746168,45.5836083057347,Via Bergamo,19A
9.28475906578742,45.5836174224648,Via Bergamo,"19"
9.2846870057432,45.5836266030714,Via Bergamo,17F
9.28462456086115,45.5836357596766,Via Bergamo,17E
9.28456049090427,45.5836404197929,Via Bergamo,17D
9.28449804470415,45.5836495763322,Via Bergamo,17C
9.2842402519505,45.5836862220732,Via Bergamo,15B
9.28414898660692,45.5836999506271,Via Bergamo,"15"
9.28407690493958,45.5837046303999,Via Bergamo,15A
9.2839263763801,45.5837230066346,Via Bergamo,"13"
9.28379825753189,45.5837368264983,Via Bergamo,"11"
9.28373901702207,45.5837459746586,Via Bergamo,11A
9.28368776414819,45.58375060245,Via Bergamo,9D
9.28363491022678,45.5837552341936,Via Bergamo,9C
9.28358846558058,45.5837598500021,Via Bergamo,9B
9.28354041727837,45.5837644607712,Via Bergamo,9A
9.28355024522508,45.5841244765734,Via Enrico Da Monza,"4"
9.28329433888909,45.5839000863561,Via Enrico Da Monza,2A
9.28348277901839,45.5837736048217,Via Bergamo,7E
9.28343953898739,45.5837782126173,Via Bergamo,7D
9.28339792391489,45.583787316868,Via Bergamo,7C
9.28330823788447,45.5837965403295,Via Bergamo,"7"
9.28314491286651,45.5838194477711,Via Bergamo,5M
9.28298799700837,45.5838423391026,Via Bergamo,5H
9.28293676787254,45.5838514670006,Via Bergamo,5G
9.28288711844076,45.5838560904614,Via Bergamo,5F
9.28283268334579,45.5838652262516,Via Bergamo,5E
9.28278465881241,45.5838743461473,Via Bergamo,5D
9.28273663426339,45.5838834660229,Via Bergamo,5C
9.28270142829797,45.583892554157,Via Bergamo,"5"
9.28265182269721,45.5839061784119,Via Bergamo,5B
9.28261341205268,45.5839152744479,Via Bergamo,5A
9.28242135736126,45.5839607544379,Via Bergamo,1D
9.28237012802476,45.5839698820821,Via Bergamo,1C
9.28231571657438,45.5839835180698,Via Bergamo,1B
9.28225970276959,45.5839971579907,Via Bergamo,1A
9.28209402322778,45.5848301331142,Via Pesa Del Lino,"1"
9.28155857277586,45.5841383947753,Via De' Gradi,9F
9.28150574080393,45.5841475259816,Via De' Gradi,9D
9.28144652197273,45.5841611734011,Via De' Gradi,9C
9.28138730183083,45.5841748207932,Via De' Gradi,"9"
9.28131366194034,45.5841885036646,Via De' Gradi,9A
9.28121600814825,45.5842067371068,Via De' Gradi,7F
9.28111684185112,45.5842429851973,Via De' Gradi,"7"
9.28103047294182,45.5842747012177,Via De' Gradi,7A
9.28092652184082,45.5843154614154,Via De' Gradi,3I
9.28077937475893,45.5843698292023,Via De' Gradi,3G
9.28060182648651,45.5844332724819,Via De' Gradi,3D
9.28052983319196,45.5844559428058,Via De' Gradi,"3"
9.28048505600248,45.5844740547633,Via De' Gradi,3A
9.28044350715904,45.5844966592799,Via De' Gradi,3C
9.28043396032773,45.5845101842222,Via Vittorio Emanuele Secondo,48A
9.28046939115338,45.5845461012556,Via Vittorio Emanuele Secondo,48B
9.28049678916925,45.5845775374998,Via Vittorio Emanuele Secondo,"48"
9.28065126586978,45.58470767265,Via Vittorio Emanuele Secondo,"50"
9.27993306865732,45.5848091929364,Via Vittorio Emanuele Secondo,"47"
9.2798739772071,45.5843585404466,Via Vittorio Emanuele Secondo,35F
9.27972524900127,45.5844174112509,Via Vittorio Emanuele Secondo,"35"
9.27922987126426,45.5840450904933,Via Vittorio Emanuele Secondo,"23"
9.27916415343951,45.5840407506059,Via Vittorio Emanuele Secondo,23A
9.27908879806602,45.5840319337238,Via Vittorio Emanuele Secondo,"21"
9.27894618946922,45.5840322820362,Via Vittorio Emanuele Secondo,"19"
9.27888209629312,45.5840324385218,Via Vittorio Emanuele Secondo,19B
9.27836792130199,45.5840696876125,Via Vittorio Emanuele Secondo,"13"
9.27831673567738,45.5840878143368,Via Vittorio Emanuele Secondo,13F
9.27819030583743,45.5841196258041,Via Vittorio Emanuele Secondo,13D
9.27810867451043,45.5841378265723,Via Vittorio Emanuele Secondo,13A
9.27828989492665,45.5844929159173,Via Gerardo Dei Tintori,"4"
9.27808964650127,45.5841783774141,Via Gerardo Dei Tintori,"2"
9.27625128524289,45.5847408820149,Via Achille Mapelli,9A
9.27578901757324,45.5849085085064,Piazzetta Corticella,2B
9.27572803967275,45.5844260668909,Via Vittorio Emanuele Secondo,"1"
9.27541717526892,45.5845628759579,Piazza Roma,"2"
9.27543708562838,45.5847023345102,Piazza Roma,"6"
9.27544206874716,45.5847383265096,Piazza Roma,6B
9.27532355733712,45.5850031426818,Via Carlo Alberto,"5"
9.27517947867852,45.5847794638639,Piazza Roma,"8"
9.27512185998686,45.5847931041487,Piazza Roma,8B
9.27496818675229,45.5848249776536,Piazza Roma,"10"
9.2719190916494,45.5845442349815,Via Cortelonga,"6"
9.27284749051517,45.5846725358974,Via Cortelonga,"2"
9.2714278427325,45.5850179379203,Via Giuseppe Missori,"14"
9.27076456945566,45.5847089863178,Via Alessandro Manzoni,"11"
9.27272109696066,45.5810814631469,Via Alessandro Manzoni,"39"
9.27269190666178,45.5810095247553,Via Alessandro Manzoni,41A
9.27308606699672,45.5806800463353,Via Alessandro Manzoni,"43"
9.27395308263732,45.5803899471029,Via Italia,"43"
9.27417077406418,45.5816585671692,Via Italia,"35"
9.27429162567355,45.5817977926879,Via Santa Maddalena,"3"
9.27413313142352,45.5818251761584,Via Santa Maddalena,"1"
9.27400567470334,45.5823025263518,Via Italia,"27"
9.27226843261295,45.5815730978901,Via Alessandro Manzoni,"35"
9.27196044712145,45.5815018234473,Via Alessandro Manzoni,"50"
9.27154936799282,45.5819798457833,Via Antonio Gramsci,"46"
9.27417624321731,45.5824506337239,Vicolo Ambrogiolo,"1"
9.27450667261976,45.5828503849987,Via Regina Teodolinda,"3"
9.27457543973365,45.5828232167144,Via Regina Teodolinda,3B
9.2746266034805,45.5828005912118,Via Regina Teodolinda,5A
9.27467939142706,45.5827824622841,Via Regina Teodolinda,"5"
9.2744315839582,45.5828955704408,Via San Giovanni Bosco,2A
9.27477017754559,45.5829982681105,Via San Giovanni Bosco,"6"
9.27534684806507,45.5826368483521,Via Regina Teodolinda,11A
9.27655238088999,45.5827554498783,Vicolo Dei Molini,14A
9.27651957356796,45.5829265484197,Vicolo Dei Molini,"11"
9.27592382338911,45.582990995967,Vicolo Dei Molini,"3"
9.27619829779745,45.583413379964,Via Luigi Canonica,10A
9.27587916931007,45.5833601450599,Via Luigi Canonica,"4"
9.27615572917101,45.5832289622583,Via Luigi Canonica,"6"
9.27633647327522,45.5834895543528,Via Luigi Canonica,"12"
9.27676549302346,45.5837315429059,Via Luigi Canonica,"18"
9.27624450480523,45.5840118350803,Via Lambro,5D
9.27633100850104,45.5840071253653,Via Lambro,"7"
9.27641593322131,45.5840069199076,Via Lambro,"9"
9.27556298308293,45.5840179725787,Via Lambro,"1"
9.27530508960025,45.5839240838276,Piazza Duomo,"2"
9.27526500815375,45.583919679912,Via Napoleone Bonaparte,"11"
9.27428444909827,45.5829408658322,Via Regina Teodolinda,"1"
9.27426261945443,45.5834045330584,Via Italia,"13"
9.27453973841524,45.5837144020966,Via Italia,"9"
9.27451820793705,45.5842275021059,Largo Quattro Novembre,"1"
9.2739975113339,45.5835851893355,Piazza Trento E Trieste,7B
9.27392468222269,45.5834368474026,Piazza Trento E Trieste,"11"
9.27388082635634,45.5833154389779,Piazza Trento E Trieste,"13"
9.27382884975432,45.5831715474847,Piazza Trento E Trieste,"15"
9.27327618796292,45.5825428004352,Via Antonio Gambacorti Passerini,"2"
9.27308072938696,45.5825477683437,Via Antonio Gambacorti Passerini,"4"
9.2730967479669,45.582876266795,Via Cristoforo E Franceschino Zavattari,"1"
9.27176942227092,45.582753409109,Via Alessandro Manzoni,"25"
9.27173287474718,45.5828165030953,Via Alessandro Manzoni,25F
9.27171230541662,45.5828705580599,Via Alessandro Manzoni,25C
9.27168528471827,45.5829156273571,Via Alessandro Manzoni,25A
9.27137553023654,45.5834744169771,Via Alessandro Manzoni,21F
9.27205324891739,45.5841208773759,Via Padre Reginaldo Giuliani,"6"
9.27179347766181,45.5844140193547,Via Manfredo Camperio,"1"
9.2673850286511,45.5766070636086,Via Marsala,"11"
9.2662788153628,45.5791569165035,Via Arnaldo Da Brescia,"10"
9.26715787542031,45.5793753978871,Via Magenta,"16"
9.26690921095453,45.5793084715607,Via Magenta,"18"
9.26676003361253,45.5792728159609,Via Magenta,"20"
9.26661564302462,45.5792326484884,Via Magenta,"22"
9.26976948553335,45.5820380598604,Via San Gottardo,"2"
9.26970260073079,45.5821237273609,Via San Gottardo,2A
9.26966120008757,45.5821778311413,Via San Gottardo,"4"
9.26957833522894,45.5822725372946,Via San Gottardo,"6"
9.26954169813236,45.5823176287819,Via San Gottardo,"8"
9.26946679994928,45.5824033150473,Via San Gottardo,"12"
9.26943332419554,45.5824393980345,Via San Gottardo,14A
9.26939350510731,45.5824889974812,Via San Gottardo,"14"
9.26933454328637,45.5825566440614,Via San Gottardo,14B
9.26930106735706,45.5825927270093,Via San Gottardo,"18"
9.26927239825722,45.582628798617,Via San Gottardo,18A
9.26923413812019,45.5826693843241,Via San Gottardo,"20"
9.26920546893862,45.5827054559147,Via San Gottardo,20A
9.26922027804362,45.5827864300747,Via San Gottardo,"22"
9.26890275463852,45.5830662091283,Via San Gottardo,"30"
9.26884218932081,45.5831338592218,Via San Gottardo,"32"
9.26877207572169,45.5832150332563,Via San Gottardo,"34"
9.26872108100237,45.5832736597605,Via San Gottardo,34B
9.26868602341312,45.583314246747,Via San Gottardo,"38"
9.26857448528789,45.5834450236108,Via San Gottardo,"40"
9.26840187161728,45.58345224306,Via San Gottardo,"43"
9.26853786808429,45.5834946152227,Via San Gottardo,"42"
9.26838648572262,45.5836704905794,Via San Gottardo,"44"
9.26836418189142,45.5836975459926,Via San Gottardo,"48"
9.26819424883468,45.5836799430593,Via San Gottardo,"49"
9.26811776585267,45.5837701236415,Via San Gottardo,49A
9.26656890230252,45.5835622247393,Via Sempione,9H
9.26826354482136,45.5840983180734,Via San Gottardo,"52"
9.26731909968763,45.5839610164377,Via Sempione,2C
9.26714427250634,45.5839254213862,Via Sempione,"4"
9.26698549014699,45.583894289072,Via Sempione,4A
9.26688283330986,45.5838720264343,Via Sempione,"6"
9.26677536957602,45.5838497749299,Via Sempione,6C
9.26658770318062,45.5838097085059,Via Sempione,"8"
9.26768172355667,45.5844012075208,Via San Gottardo,"66"
9.2674229976863,45.5845818335515,Via San Gottardo,"68"
9.26712756415452,45.5847940393424,Via San Gottardo,"76"
9.26719302576354,45.5847443807329,Via San Gottardo,"74"
9.26727739638786,45.5846271703196,Via San Gottardo,"70"
9.26702838770232,45.5848302752221,Via San Gottardo,"78"
9.26685120744192,45.5849746962901,Via San Gottardo,"80"
9.26680170489977,45.585010815926,Via San Gottardo,82A
9.25700525981721,45.5812843475615,Via Monte Bianco,21A
9.25393218664149,45.5823713228112,Via Monte Cervino,"28"
9.26511417550986,45.5836061055524,Via Stelvio,"2"
9.26509509595048,45.5836376533473,Via Stelvio,2C
9.26507759879249,45.5836646969645,Via Stelvio,2D
9.26521159911434,45.5835383718778,Via Sempione,"16"
9.26569343838167,45.5831007034585,Via Sempione,"21"
