id;name;lat;lon;category;subcategory;wheelchair;source
osm:node_2429294128;Biblioteca San Gerardo;45.5861195;9.2827095;amenity;library;;osm_node
osm:node_2429294129;Oreficeria Strippoli;45.5864798;9.2829858;shop;jewelry;;osm_node
osm:node_2429294130;Centro Civico di Via Lecco;45.5862113;9.2827015;amenity;community_centre;;osm_node
osm:node_2429303511;La Casa delle Meraviglie;45.5867435;9.2833192;shop;gift;;osm_node
osm:node_2429303516;Phase Rem;45.5869699;9.2836211;shop;furniture;;osm_node
osm:node_2429303518;Montecarlo;45.5873105;9.2841685;amenity;cafe;;osm_node
osm:node_2429309974;Bulk Wine;45.5884526;9.2852898;shop;wine;;osm_node
osm:node_2429310000;Coop;45.5878379;9.2850217;shop;supermarket;yes;osm_node
osm:node_2429317188;Credem;45.5891547;9.2839889;amenity;bank;;osm_node
osm:node_2429317195;SC Self Cart;45.5896201;9.2826452;shop;department_store;;osm_node
osm:node_2429328193;Autoricambi Monza;45.5890344;9.2812048;shop;car_repair;;osm_node
osm:node_2429963884;Fondazione Gaiani;45.5911249;9.2780939;office;foundation;;osm_node
osm:node_2429988716;Colore Marchesi;45.5862512;9.2698504;shop;paint;;osm_node
osm:node_2429988735;Vivere e Viaggiare;45.5864178;9.269949;shop;travel_agency;;osm_node
osm:node_2429992939;Couture;45.5849757;9.2728153;shop;hairdresser;;osm_node
osm:node_2429992940;Banca Generali;45.5851014;9.2729012;amenity;bank;;osm_node
osm:node_2429992944;Centro Analisi Monza;45.5848329;9.2710451;amenity;clinic;;osm_node
osm:node_2429992945;Cattolica Assicurazioni;45.5850146;9.2712808;office;insurance;;osm_node
osm:node_2430003458;Foto Torchio;45.5847955;9.2707447;craft;photographer;;osm_node
osm:node_2430003462;Lavatec;45.5844138;9.2706;shop;laundry;;osm_node
osm:node_2430003463;Crystal Bar;45.584396;9.2703779;amenity;cafe;;osm_node
osm:node_2430003464;Caffè Segantini;45.5842056;9.2705963;amenity;cafe;;osm_node
osm:node_2430012947;Fototecnica Casati;45.5848516;9.2729949;craft;photographer;;osm_node
osm:node_2430012948;Cafè Royal;45.5835508;9.2713205;amenity;cafe;;osm_node
osm:node_2430012952;Grimaldi Immobiliare;45.5848457;9.2704921;office;estate_agent;;osm_node
osm:node_2430012953;Assicurazioni Generali;45.5847637;9.2705365;office;insurance;;osm_node
osm:node_2430012954;Grand Prix Bar;45.5825327;9.2714912;amenity;cafe;;osm_node
osm:node_2430012956;Dorelanbed;45.5835168;9.2710931;shop;furniture;;osm_node
osm:node_2430028388;le Menegatto;45.5842524;9.2710394;shop;shoes;;osm_node
osm:node_2430028390;Punto G;45.5837644;9.2705406;amenity;restaurant;;osm_node
osm:node_2430028399;BCC di Lesmo;45.5833139;9.2711965;amenity;bank;;osm_node
osm:node_2430028400;Ristorante Il Moro;45.5826644;9.2710366;amenity;restaurant;;osm_node
osm:node_2435634866;Grotta Azzurra;45.5851218;9.2769815;amenity;restaurant;;osm_node
osm:node_2435649151;CMP;45.5852289;9.2753736;shop;sports;;osm_node
osm:node_2435666210;Wycon Cosmetics;45.5836645;9.2742432;shop;cosmetics;limited;osm_node
osm:node_2435688782;Ryo;45.5786525;9.2755864;amenity;restaurant;;osm_node
osm:node_2435722570;Monza Soccorso;45.5818252;9.2843791;office;association;;osm_node
osm:node_2435722586;Virginia Travel;45.5815915;9.2845804;shop;travel_agency;;osm_node
osm:node_2435744140;Judo Club Ronin;45.5822062;9.2863409;leisure;fitness_centre;;osm_node
osm:node_2435752148;Stop and Go;45.5830228;9.288385;amenity;restaurant;;osm_node
osm:node_2435752152;Clima Service;45.5833342;9.2869763;craft;hvac;;osm_node
osm:node_2435752154;Tortora's Pub;45.5830775;9.287976;amenity;pub;;osm_node
osm:node_2435752170;Save Coppe;45.5832972;9.2873631;craft;metal_construction;;osm_node
osm:node_2435763096;Bar La Fenice;45.5829796;9.2889735;amenity;cafe;;osm_node
osm:node_2435763111;Estro;45.5831506;9.288476;shop;hairdresser;;osm_node
osm:node_2435763124;Lavanderia 5 stelle;45.583102;9.2888404;shop;laundry;;osm_node
osm:node_2435773734;La Dispensa del Celiaco;45.5830089;9.2896273;shop;convenience;;osm_node
osm:node_2435773736;Antares Dance Line;45.5828447;9.2899555;shop;shoes;limited;osm_node
osm:node_2435781348;Cafe Noir;45.5822346;9.2896873;amenity;cafe;;osm_node
osm:node_2435781353;Joe Scarpetta;45.5827396;9.2899394;amenity;restaurant;yes;osm_node
osm:node_2435781354;Glap vision;45.5820301;9.2899984;shop;optician;;osm_node
osm:node_2435781359;Carige;45.5824336;9.2898616;amenity;bank;;osm_node
osm:node_2435781375;Centro Medicina Biologica - CEMBIO;45.5819493;9.2896041;amenity;clinic;;osm_node
osm:node_2435791199;Eroma Cafe;45.5813475;9.2896152;amenity;cafe;;osm_node
osm:node_2435791200;Sala Spose;45.5813955;9.2898455;shop;clothes;;osm_node
osm:node_2435791202;Jan Sport;45.5815082;9.2898589;shop;shoes;;osm_node
osm:node_2435803911;Tecnocasa;45.5814018;9.2889155;office;estate_agent;;osm_node
osm:node_2435803916;Il Tucano;45.5814168;9.2887211;amenity;ice_cream;;osm_node
osm:node_2435803921;Profumeria Ambra;45.5813573;9.2894889;shop;chemist;;osm_node
osm:node_2435803922;Frutteto Umberto;45.5814092;9.28882;shop;greengrocer;;osm_node
osm:node_2435817709;Centro culturale del Bangladesh;45.5820919;9.2885259;leisure;club;;osm_node
osm:node_2435817731;Estetica Profili;45.5814218;9.2881531;shop;beauty;;osm_node
osm:node_2435817844;Sala Luciana;45.5820112;9.2885044;shop;beauty;;osm_node
osm:node_2435824048;Car Point;45.5825256;9.2878527;shop;car_repair;;osm_node
osm:node_2435824050;Edil Vibandi;45.5821199;9.2878107;office;company;;osm_node
osm:node_2435824056;Il Fornaio;45.581477;9.2874837;shop;bakery;;osm_node
osm:node_2435824060;Oreficeria Viganò;45.5813668;9.2872269;shop;jewelry;;osm_node
osm:node_2435828144;Bianco Blu;45.5815758;9.2870587;shop;clothes;;osm_node
osm:node_2435828148;Acconciature Angelo;45.5815644;9.2864229;shop;hairdresser;;osm_node
osm:node_2435828157;Il Calzolaio;45.58156;9.2864735;craft;shoemaker;;osm_node
osm:node_2439296652;Vicolo 11;45.5845005;9.2774076;shop;clothes;;osm_node
osm:node_2439296660;Bigiotteria Ideale;45.5844945;9.2771068;shop;jewelry;;osm_node
osm:node_2439306374;Monguzzi;45.583943;9.2782015;shop;shoes;yes;osm_node
osm:node_2439306378;Beauty Concept;45.5838842;9.278865;shop;beauty;;osm_node
osm:node_2439311866;Loma Monza;45.5840236;9.2796767;shop;stationery;;osm_node
osm:node_2439311867;Ottica Foppa;45.5840218;9.2788848;shop;optician;;osm_node
osm:node_2439331314;Bros Cafè;45.5841419;9.2798386;amenity;cafe;;osm_node
osm:node_2439331346;Puntocasa;45.5845381;9.2801539;office;estate_agent;;osm_node
osm:node_2439331356;Frida's;45.5843402;9.280142;shop;florist;;osm_node
osm:node_2440694430;Antica Merceria Brumana;45.5854813;9.2729487;shop;fabric;;osm_node
osm:node_2440703838;.edilintesa;45.5856812;9.2729508;office;estate_agent;;osm_node
osm:node_2440703839;Fineco;45.5859103;9.2731129;amenity;bank;;osm_node
osm:node_2440703840;Shop Privée;45.5858184;9.273465;shop;shoes;;osm_node
osm:node_2441524211;Lingxian Keji;45.5799854;9.2728543;shop;mobile_phone;;osm_node
osm:node_2441591753;Sapore di Mare;45.5776312;9.2840247;shop;seafood;;osm_node
osm:node_2444963267;Napoleone Erba;45.5771236;9.2713132;shop;clothes;;osm_node
osm:node_2444984766;La Contadina;45.5755509;9.2700041;shop;cheese;;osm_node
osm:node_2444984770;Caffe Dolce Amaro;45.5758213;9.2701704;amenity;cafe;;osm_node
osm:node_2444997636;Mail Boxes Etc;45.5757124;9.2700792;amenity;post_office;;osm_node
osm:node_2444997640;Synergie;45.5758457;9.269583;office;employment_agency;;osm_node
osm:node_2445012098;Scuola d'Infanzia Giotto;45.5765289;9.268824;amenity;kindergarten;;osm_node
osm:node_2445019685;'Mbriana;45.5770806;9.2686678;amenity;restaurant;;osm_node
osm:node_2445019689;Ortofrutta Fratelli Bendin;45.5771554;9.269558;shop;greengrocer;;osm_node
osm:node_2445019691;Bottigelli;45.5770396;9.2693443;shop;furniture;;osm_node
osm:node_2445019692;Hairmony;45.5770847;9.2699859;shop;hairdresser;;osm_node
osm:node_2445019696;La Pià;45.5771242;9.2697526;amenity;fast_food;;osm_node
osm:node_2445019697;Bar New Day;45.5761314;9.2683374;amenity;cafe;;osm_node
osm:node_2445032063;Unione Artigiani di Monza e Brianza;45.5773512;9.2694355;office;association;;osm_node
osm:node_2445032064;Tiffany;45.5771973;9.2694006;amenity;cafe;;osm_node
osm:node_2445032070;Palestra San Carlo;45.5778207;9.2694707;leisure;fitness_centre;;osm_node
osm:node_2445036099;Il Baretto;45.5784882;9.2699896;amenity;cafe;limited;osm_node
osm:node_2445036102;Minimarket;45.5788006;9.269634;shop;convenience;yes;osm_node
osm:node_2448167769;Pokestorie;45.5838624;9.2823348;amenity;fast_food;;osm_node
osm:node_2448173939;Hemingway & Co.;45.5837834;9.2827351;shop;books;;osm_node
osm:node_2448177661;Bove Lover;45.5837118;9.2838874;amenity;restaurant;;osm_node
osm:node_2450544888;Bar Il Sole;45.5893751;9.2865995;amenity;cafe;;osm_node
osm:node_2453263039;Subliminal Tattoo;45.5855702;9.2735594;shop;tattoo;;osm_node
osm:node_2453305044;Lady'n'move;45.5861629;9.2693228;leisure;fitness_centre;;osm_node
osm:node_2453313857;Mutti;45.5867134;9.2698794;shop;clothes;;osm_node
osm:node_2453313861;Atmosfere;45.5867379;9.2697896;shop;furniture;;osm_node
osm:node_2453318087;Giusy;45.5864316;9.2694582;shop;hairdresser;;osm_node
osm:node_2453318088;My Thai;45.5866227;9.2695078;amenity;restaurant;;osm_node
osm:node_2453325866;Le Goloserie;45.587047;9.2683572;shop;pastry;;osm_node
osm:node_2453329110;Le Cascine;45.5870157;9.2685316;amenity;cafe;;osm_node
osm:node_2453329115;Interni Miotto;45.58692;9.2689876;shop;furniture;;osm_node
osm:node_2453329120;Pizza Cris;45.5868583;9.2692553;amenity;fast_food;;osm_node
osm:node_2453329133;Bellini Hair Design;45.5869041;9.2696628;shop;hairdresser;;osm_node
osm:node_2453336873;Solo affitti;45.5871375;9.2686437;office;estate_agent;;osm_node
osm:node_2453336889;Oreficeria Mario Villa;45.5870753;9.2689346;shop;jewelry;;osm_node
osm:node_2453336900;Merceria Villa;45.5870964;9.268854;shop;clothes;no;osm_node
osm:node_2453344265;La Salumeria;45.5872464;9.2682788;shop;butcher;;osm_node
osm:node_2453344267;Farmacia Moretti;45.5873054;9.2680685;amenity;pharmacy;;osm_node
osm:node_2453355671;Barcode;45.5874041;9.267799;amenity;cafe;;osm_node
osm:node_2453375020;Autofficina Galbiati;45.5879481;9.2682147;shop;car_repair;;osm_node
osm:node_2453375048;Erika & Luis Piazza;45.5875294;9.2674894;shop;hairdresser;;osm_node
osm:node_2453391431;Monza 3;45.5888284;9.2688587;amenity;post_office;;osm_node
osm:node_2453391458;Otticamaggi;45.5885411;9.269532;shop;optician;;osm_node
osm:node_2453404967;I Duls de San Bioeus;45.5873435;9.2703286;shop;pastry;;osm_node
osm:node_2453404990;Aliya Lanka;45.5880812;9.2696259;amenity;restaurant;;osm_node
osm:node_2453405018;Centro Estetico Viviane;45.5878204;9.2698163;shop;beauty;;osm_node
osm:node_2453411056;Datasys;45.5869381;9.2655248;office;company;;osm_node
osm:node_2453443574;Kiki Nails;45.5863807;9.2650658;shop;beauty;;osm_node
osm:node_2453443586;Bar Fortuna;45.5865494;9.2649232;amenity;cafe;;osm_node
osm:node_2453468668;Palestra Freesport;45.5840588;9.2648354;leisure;fitness_centre;;osm_node
osm:node_2453468686;Paprika;45.5841295;9.2651375;amenity;restaurant;;osm_node
osm:node_2453471010;Air Bar;45.5842502;9.2678771;amenity;cafe;;osm_node
osm:node_2453471012;PlayTime;45.5842893;9.2679795;shop;games;;osm_node
osm:node_2453471015;Aris;45.5842953;9.2684376;shop;hairdresser;;osm_node
osm:node_2458104975;DemaCar Monza;45.5803728;9.3143171;shop;car;;osm_node
osm:node_2458108287;Burger King;45.5859133;9.3115036;amenity;fast_food;yes;osm_node
osm:node_2464335000;Tendenze;45.5848164;9.2749249;shop;shoes;;osm_node
osm:node_2464378339;Capelli Mania;45.5855119;9.2842194;shop;hairdresser;;osm_node
osm:node_2464378340;U' Bar;45.5853757;9.284038;amenity;cafe;;osm_node
osm:node_2464378341;Buoni come il Pane;45.5851938;9.2835805;amenity;cafe;;osm_node
osm:node_2464378342;Ortofrutta Monza;45.5853089;9.2839446;shop;greengrocer;;osm_node
osm:node_2464378343;Macelleria Roselli;45.5854248;9.2841116;shop;butcher;;osm_node
osm:node_2464378344;Sapori Siciliani;45.5856894;9.2844791;shop;bakery;;osm_node
osm:node_2464385813;Osteria Bacco e Tabacco;45.5860902;9.2850146;amenity;restaurant;;osm_node
osm:node_2464393422;La Reginetta;45.5862028;9.2849494;shop;stationery;;osm_node
osm:node_2464393437;Il Granchio;45.5863071;9.2850882;amenity;restaurant;;osm_node
osm:node_2464407504;Pizzeria Da Andrea;45.5866453;9.2841031;amenity;restaurant;;osm_node
osm:node_2464414488;Tridente;45.5861738;9.2848599;amenity;pub;;osm_node
osm:node_2464414489;Gulliver;45.5864363;9.2844268;amenity;pub;;osm_node
osm:node_2464446626;Calloni Guido;45.5852012;9.2852397;craft;blacksmith;;osm_node
osm:node_2464481907;Mirtillo Club;45.5860216;9.2867481;leisure;fitness_centre;;osm_node
osm:node_2467676924;Loft American Bar;45.5615471;9.2573184;amenity;bar;;osm_node
osm:node_2471431057;Società Alpinisti Monzesi;45.5771795;9.2758842;sport;outdoor;;osm_node
osm:node_2471449111;Palfruit;45.5771305;9.278802;shop;greengrocer;;osm_node
osm:node_2471449123;Trattoria Canon d'Oro;45.5758803;9.280245;amenity;restaurant;;osm_node
osm:node_2471449152;Sport Village Monza;45.5757938;9.2792365;leisure;fitness_centre;;osm_node
osm:node_2471449159;Trattoria della Patata;45.5758539;9.280025;amenity;restaurant;;osm_node
osm:node_2471468294;Autofficina 2P;45.5756718;9.280634;shop;car_repair;;osm_node
osm:node_2471493371;Arcaplanet;45.5738594;9.2835202;shop;pet;;osm_node
osm:node_2471493376;Canile ENPA;45.5750728;9.2827318;amenity;animal_shelter;;osm_node
osm:node_2471500729;Polleria Nostrana;45.5755947;9.2832039;shop;butcher;;osm_node
osm:node_2473700219;Yin Tao;45.5825311;9.2693074;amenity;restaurant;;osm_node
osm:node_2473710008;Monza Evoluzione;45.5832802;9.2682211;shop;car_repair;;osm_node
osm:node_2473722124;Gianni Crippa;45.5836199;9.2668371;shop;electronics;;osm_node
osm:node_2473722127;Lavasecco Raffaella;45.5838847;9.2669708;shop;laundry;;osm_node
osm:node_2473722135;Bar Sempione;45.5838114;9.2665951;amenity;cafe;;osm_node
osm:node_2473726615;Credito Bergamasco;45.5835542;9.2652144;amenity;bank;;osm_node
osm:node_2473726621;Colorificio Stelvio;45.5837824;9.266481;shop;paint;;osm_node
osm:node_2473726628;Kon Tiki;45.5837101;9.2660922;amenity;restaurant;;osm_node
osm:node_2473726630;New Look;45.5836468;9.2657505;shop;hairdresser;;osm_node
osm:node_2473726632;zero3nove;45.5832521;9.2658633;amenity;bar;;osm_node
osm:node_2473742958;La Caveja;45.583056;9.2656516;amenity;fast_food;;osm_node
osm:node_2473754511;Get Fit;45.5830362;9.2657615;leisure;fitness_centre;;osm_node
osm:node_2473754572;Studio Dentistico Abaco;45.5829029;9.265662;amenity;dentist;;osm_node
osm:node_2473790806;Motosalone Cavallotti;45.5810143;9.2667835;shop;motorcycle;;osm_node
osm:node_2473790818;Tomi;45.5809689;9.2665155;amenity;restaurant;;osm_node
osm:node_2473790823;Acconciature Gaetano;45.580988;9.2669739;shop;hairdresser;;osm_node
osm:node_2473790828;Your Shop;45.5810372;9.2672235;shop;department_store;;osm_node
osm:node_2473808111;Autolux;45.5812581;9.2675533;shop;car_repair;;osm_node
osm:node_2473808116;Roche Bobois Paris;45.5811646;9.2673172;shop;furniture;;osm_node
osm:node_2473808120;Autoscuola Top Drive;45.5815119;9.268551;amenity;driving_school;;osm_node
osm:node_2473808141;Parafarmacia Lo Speziale;45.5815625;9.2687254;amenity;pharmacy;;osm_node
osm:node_2473808163;Beauty Line;45.5814499;9.2683123;shop;hairdresser;;osm_node
osm:node_2473818195;Autocarrozzeria Azzaroni;45.5816011;9.2690672;shop;car_repair;;osm_node
osm:node_2481593046;Canadian Lions Bridge;45.5843281;9.2770763;shop;clothes;;osm_node
osm:node_2483704164;Sangalli Srl;45.5632893;9.2808837;office;company;;osm_node
osm:node_2501498066;Salone Parco;45.5945648;9.2666743;shop;hairdresser;;osm_node
osm:node_2501498068;La Pergola;45.5947037;9.2666368;amenity;restaurant;;osm_node
osm:node_2501503483;Al Anbiq;45.5963975;9.2689007;amenity;restaurant;;osm_node
osm:node_2501516098;Papilla Monza;45.5843504;9.2820857;amenity;bar;;osm_node
osm:node_2501591246;Esso;45.5698156;9.2941355;amenity;fuel;;osm_node
osm:node_2501591300;Toyota Hybrid village;45.5703885;9.2959423;shop;car;;osm_node
osm:node_2501609977;Fratelli Molteni Spa;45.5766939;9.3094432;office;company;;osm_node
osm:node_2505263134;Leo Galleries;45.5841614;9.2810124;shop;art;;osm_node
osm:node_2505267167;Voyageur;45.5797232;9.2691938;amenity;restaurant;;osm_node
osm:node_2505267177;Gelato Gourmet;45.5790158;9.2698813;amenity;ice_cream;;osm_node
osm:node_2505279805;Padre Pio;45.5805285;9.270779;historic;memorial;;osm_node
osm:node_2505279811;Amici Pelosi;45.579592;9.2693344;shop;pet;;osm_node
osm:node_2505279813;Ambulatorio veterinario dir. san. dott.ssa Valeria Costa;45.5795504;9.2693574;amenity;veterinary;;osm_node
osm:node_2505285060;Lavanderia LavaBene;45.5800201;9.270238;shop;laundry;;osm_node
osm:node_2505285061;Liceo delle Scienze Applicate Pino Hensemberger;45.5801549;9.2700226;amenity;school;;osm_node
osm:node_2505285062;Osteria Magenta 7;45.5798447;9.2695653;amenity;restaurant;;osm_node
osm:node_2505285064;Trattoria Loro di Napoli;45.5800801;9.2704687;amenity;restaurant;;osm_node
osm:node_2505291178;La Svizzera;45.5794363;9.2676392;shop;laundry;;osm_node
osm:node_2505291189;Optima;45.5796377;9.2688463;office;estate_agent;;osm_node
osm:node_2505312320;La Tipografia Monzese;45.5792805;9.2668533;shop;typography;;osm_node
osm:node_2505312321;Lait;45.579327;9.2669701;amenity;restaurant;;osm_node
osm:node_2505312326;Era Pizza;45.579373;9.2671719;amenity;restaurant;;osm_node
osm:node_2505318158;Bar Meeting;45.5806284;9.2667165;amenity;cafe;;osm_node
osm:node_2505318160;Studio Dentistico Dott. Caretta;45.5801627;9.2669228;amenity;dentist;;osm_node
osm:node_2505318166;La Fondiaria;45.5797911;9.2674649;office;insurance;;osm_node
osm:node_2505323589;Anteprima;45.5799458;9.2671447;shop;hairdresser;;osm_node
osm:node_2505324519;Istituto Alessandro Volta;45.5785104;9.2695318;amenity;school;;osm_node
osm:node_2505327068;Sartoria Aiello;45.5782489;9.2685614;craft;tailor;;osm_node
osm:node_2505327069;Pelliccerie Barni;45.5782104;9.2684087;shop;clothes;;osm_node
osm:node_2505327072;Aura Center;45.578385;9.2691919;shop;beauty;;osm_node
osm:node_2505327073;Palestra La Baita;45.5781423;9.2690356;leisure;fitness_centre;;osm_node
osm:node_2505333816;Carabinieri Comando provinciale Monza;45.5775814;9.2684302;amenity;police;;osm_node
osm:node_2505341104;Pizzeria Pugliese;45.5780638;9.268044;amenity;restaurant;;osm_node
osm:node_2505341124;Cinema Teatro San Carlo;45.5776489;9.2681917;amenity;theatre;;osm_node
osm:node_2505341131;Milos Cafè;45.5781597;9.2682237;amenity;cafe;;osm_node
osm:node_2505349076;Risuolatrice Italia;45.5772509;9.2685402;craft;shoemaker;;osm_node
osm:node_2505349078;Con ... tatto;45.5773543;9.2684999;shop;massage;;osm_node
osm:node_2508764586;Patrizia Gi;45.577228;9.2670526;shop;hairdresser;;osm_node
osm:node_2516366452;Subdued;45.5842388;9.2775566;shop;clothes;;osm_node
osm:node_2517413925;Edicola Emme Elle;45.5587782;9.2627927;shop;newsagent;;osm_node
osm:node_2517424767;Diamoci un taglio;45.5596235;9.2633023;shop;hairdresser;;osm_node
osm:node_2518638159;Vanni Manutenzioni Edili;45.5966464;9.2947959;office;company;;osm_node
osm:node_2518657986;I Creatori d'Immagine;45.5939223;9.2925428;shop;hairdresser;;osm_node
osm:node_2518658031;Pasticceria Caffetteria Viganò;45.5938154;9.2924087;amenity;cafe;;osm_node
osm:node_2518658037;Pinuccia a mare;45.5932701;9.2917597;amenity;restaurant;;osm_node
osm:node_2518658041;Ortofrutticola Monzese;45.593501;9.2924738;shop;greengrocer;;osm_node
osm:node_2518667885;Birreria La Baita;45.5922357;9.2904593;amenity;pub;;osm_node
osm:node_2518668009;Play English;45.5920982;9.2929857;amenity;language_school;;osm_node
osm:node_2525338580;La Villetta;45.5906564;9.2572021;amenity;restaurant;;osm_node
osm:node_2525372006;Montecarlo 33;45.5818115;9.2734215;shop;jewelry;;osm_node
osm:node_2525372850;Polizia Locale;45.57651;9.266925;amenity;police;;osm_node
osm:node_2525425031;Mobilmoney;45.5667005;9.2439548;shop;furniture;;osm_node
osm:node_2526538965;CNA Sicurezza;45.5648394;9.2631147;office;company;;osm_node
osm:node_2526546502;Politerapico Monza;45.5661674;9.2617576;amenity;clinic;;osm_node
osm:node_2526569940;Fratelli Mombelli;45.5662291;9.2579524;shop;car;;osm_node
osm:node_2526587311;B&D Elettrauto;45.5631015;9.2653362;shop;car_repair;;osm_node
osm:node_2526593854;Centro Anziani Franco Casati;45.563314;9.2648504;amenity;social_facility;yes;osm_node
osm:node_2538518531;SNAI;45.5750116;9.2699581;shop;bookmaker;;osm_node
osm:node_2538518554;Euronics;45.5751983;9.2700897;shop;electronics;;osm_node
osm:node_2538533975;Chantik;45.5748218;9.2703741;shop;antiques;;osm_node
osm:node_2538533976;Bar Campari;45.5745319;9.2695109;shop;tobacco;;osm_node
osm:node_2538549346;Macelleria Vergani;45.5762003;9.2681249;shop;butcher;;osm_node
osm:node_2538549368;Ungaro;45.5762175;9.2680465;shop;bakery;;osm_node
osm:node_2538571470;Mario Crippa;45.5741809;9.2694867;amenity;veterinary;;osm_node
osm:node_2538594062;Targa Monza;45.574072;9.2687033;shop;car;;osm_node
osm:node_2538594094;Farmacia Mandelli;45.5734562;9.2685076;amenity;pharmacy;yes;osm_node
osm:node_2538594116;IWBank;45.573811;9.268902;amenity;bank;;osm_node
osm:node_2538629551;Le dolcezze di Mister C;45.5736983;9.2684085;shop;pastry;yes;osm_node
osm:node_2538629556;Paper Moon;45.5744847;9.2696803;shop;stationery;;osm_node
osm:node_2538629563;Ravasi;45.5745336;9.2697068;shop;clothes;;osm_node
osm:node_2538629566;Fascino Fusion;45.5735407;9.2682476;amenity;restaurant;yes;osm_node
osm:node_2538629569;"Le Dolcezze di Mister ""C""";45.5738054;9.2685024;shop;pastry;;osm_node
osm:node_2538647099;ANPI Monza e Brianza;45.5732966;9.2687436;leisure;club;;osm_node
osm:node_2538669441;Alestudio;45.573169;9.2689315;shop;beauty;;osm_node
osm:node_2538687397;La Chiave;45.5730149;9.2682583;craft;locksmith;;osm_node
osm:node_2538687399;Banca Sella;45.5731632;9.2683575;amenity;bank;;osm_node
osm:node_2538709003;Ars Medica;45.5727877;9.2678962;amenity;dentist;;osm_node
osm:node_2545595395;Nove25;45.583916;9.2785283;shop;jewelry;limited;osm_node
osm:node_2545595398;Maggi;45.5839267;9.2784228;shop;bag;limited;osm_node
osm:node_2545595401;Watch M Diamond;45.5839054;9.278681;shop;jewelry;limited;osm_node
osm:node_2545619277;Dive;45.5841165;9.278052;amenity;bar;;osm_node
osm:node_2545619282;MiAngel;45.5840752;9.2782904;shop;clothes;limited;osm_node
osm:node_2545627146;Natural blond;45.5840168;9.278965;shop;hairdresser;limited;osm_node
osm:node_2545654719;Santamaria;45.5841832;9.279118;shop;gift;;osm_node
osm:node_2545654734;Tabaccheria del Corso;45.5839532;9.2795782;shop;tobacco;;osm_node
osm:node_2545679431;Compostella;45.5840733;9.279425;shop;knives;;osm_node
osm:node_2545679441;Otoacustica Lombarda;45.5842327;9.2797048;shop;hearing_aids;;osm_node
osm:node_2545745096;Margherita;45.5845858;9.2805059;shop;clothes;;osm_node
osm:node_2545745101;Astor;45.5849585;9.2807273;amenity;cafe;;osm_node
osm:node_2545745107;Galleria del Vento;45.5848459;9.2805959;shop;interior_design;;osm_node
osm:node_2545754445;Per Te;45.5850231;9.2810316;amenity;restaurant;;osm_node
osm:node_2558517283;Nautiscuola Casiraghi;45.5804289;9.2856924;amenity;driving_school;;osm_node
osm:node_2558517285;Elenoire;45.5805078;9.2857085;shop;hairdresser;;osm_node
osm:node_2558517287;K2;45.5805247;9.2854966;amenity;cafe;;osm_node
osm:node_2558524620;Amadeus;45.5804927;9.2860359;amenity;restaurant;;osm_node
osm:node_2558541450;Forno Moderno;45.5795072;9.2895065;shop;bakery;;osm_node
osm:node_2558541455;Caffetteria Ferrari;45.5793738;9.2894633;amenity;cafe;;osm_node
osm:node_2559963258;Monza sinistri e risarcimenti;45.5885819;9.2895691;office;insurance;;osm_node
osm:node_2559963275;Birreria del Ponte;45.5885574;9.2894458;amenity;pub;;osm_node
osm:node_2559963281;C53;45.588458;9.2889147;amenity;restaurant;;osm_node
osm:node_2559969273;Il Vinivendolo;45.5877771;9.2894174;shop;wine;;osm_node
osm:node_2559969305;H-Demia Danza;45.5879456;9.2898534;leisure;dance;;osm_node
osm:node_2569560932;Beata Vergine dell'Aiuto;45.5854467;9.278041;historic;wayside_shrine;;osm_node
osm:node_2569666068;Monza 1;45.5928975;9.3017067;amenity;post_office;yes;osm_node
osm:node_2569666075;Monza 4;45.5618508;9.2698989;amenity;post_office;yes;osm_node
osm:node_2569666086;Monza 5;45.5810466;9.2908551;amenity;post_office;;osm_node
osm:node_2569666096;Monza 7;45.5777955;9.2491653;amenity;post_office;;osm_node
osm:node_2589205796;Tabaccheria Ricevitoria;45.5778733;9.2729707;shop;tobacco;;osm_node
osm:node_2589226903;Chimera;45.5843752;9.2742827;tourism;artwork;;osm_node
osm:node_2589259309;Rewind Cafè;45.5800338;9.2729006;amenity;cafe;;osm_node
osm:node_2630381241;Autofficina Andrea;45.5791851;9.2868513;shop;car_repair;;osm_node
osm:node_2630491731;BPM;45.5771536;9.2853137;amenity;bank;;osm_node
osm:node_2630491753;Bar Verderio;45.5775458;9.2844217;amenity;cafe;yes;osm_node
osm:node_2630491770;Cartoleria Lo Scarabocchio;45.577419;9.2851003;shop;stationery;;osm_node
osm:node_2630491788;Euroverde Bio;45.576548;9.2886483;shop;convenience;;osm_node
osm:node_2630491804;Galapagos;45.5775286;9.2845231;shop;pet;;osm_node
osm:node_2630491821;Klimatizzando;45.5772247;9.2862038;craft;hvac;;osm_node
osm:node_2630491825;Non Solo Bar ...;45.5771837;9.2864274;amenity;cafe;yes;osm_node
osm:node_2630492080;Quattroruote;45.5773098;9.2857696;shop;car_parts;;osm_node
osm:node_2630492093;Tendenza;45.5772035;9.2863232;shop;hairdresser;;osm_node
osm:node_2635423250;Casa Melo e Ciccio;45.5900141;9.2552699;amenity;restaurant;;osm_node
osm:node_2635454731;Bar Arosio;45.5877946;9.2668541;amenity;cafe;;osm_node
osm:node_2635454759;In Divenire;45.5876596;9.2671555;shop;interior_decoration;;osm_node
